course_id,year
534376,2015
570416,2015
1017116,2016
732556,2016
426196,2015
747552,2016
556922,2016
651780,2015
944906,2016
674646,2015
673420,2015
584758,2015
543090,2015
611308,2015
540724,2015
786494,2016
611518,2015
956888,2016
188828,2014
382258,2015
955138,2016
1038786,2016
512000,2015
903526,2016
53256,2013
947498,2016
761768,2016
173134,2014
881210,2016
767656,2016
671960,2015
686764,2016
862478,2016
834600,2016
690788,2015
1023668,2016
482404,2015
624578,2015
753940,2016
862428,2016
739770,2016
599532,2015
270808,2014
106156,2013
589342,2016
37684,2013
964118,2016
212374,2014
970252,2016
465870,2015
442504,2015
737758,2016
72262,2013
443746,2015
416282,2015
645714,2015
929260,2016
683394,2015
311916,2014
1009166,2016
947116,2016
835712,2016
954036,2016
745120,2016
797040,2016
795278,2016
8324,2011
756914,2016
899534,2016
570848,2015
714678,2016
791610,2016
631472,2015
856530,2016
530092,2015
977470,2016
504316,2015
389018,2015
937206,2016
739090,2016
720144,2016
365816,2015
977474,2016
481696,2016
978850,2016
825354,2016
822670,2016
65492,2013
688968,2015
495484,2015
398456,2015
615084,2015
492818,2015
424864,2016
516062,2015
92760,2013
900434,2016
609992,2015
77642,2013
269006,2014
151956,2014
908996,2016
269638,2014
452684,2015
844458,2016
403604,2015
549094,2015
59014,2013
45941,2013
851868,2016
814206,2016
590406,2015
680180,2015
899492,2016
846412,2016
336938,2015
375136,2014
602218,2015
1022682,2016
968304,2016
180547,2014
641236,2016
130168,2013
1002210,2016
968278,2016
50528,2013
560996,2015
654680,2015
975906,2016
951060,2016
159760,2014
30243,2013
566910,2015
783158,2016
554384,2015
1027812,2016
607048,2015
704732,2016
574876,2015
803378,2016
715516,2016
101864,2013
682484,2015
657734,2015
797038,2016
958750,2016
515188,2015
846832,2016
943306,2016
11153,2011
147908,2014
688092,2015
1047968,2016
585496,2016
911712,2016
803074,2016
200742,2014
143028,2014
173888,2015
361620,2014
418386,2016
212398,2014
653852,2015
598516,2015
900794,2016
564546,2015
516064,2015
1024844,2016
631754,2015
142666,2014
440006,2015
857270,2016
370752,2015
651990,2015
923146,2016
295843,2014
603408,2015
578900,2015
997916,2016
856526,2016
993146,2016
63612,2013
745468,2016
986406,2016
593544,2015
242574,2014
982860,2016
859936,2016
532008,2015
783746,2016
595818,2016
774910,2016
447136,2015
525034,2015
769314,2016
574082,2015
770526,2016
510784,2015
551702,2015
311638,2015
631128,2015
246154,2014
967058,2016
548278,2015
1004134,2016
1025026,2016
687466,2015
369662,2015
318638,2014
231176,2014
34882,2013
537008,2015
806020,2016
1023070,2016
778226,2016
531360,2015
958132,2016
368340,2015
584786,2015
584522,2015
56259,2013
402508,2015
1013380,2016
961996,2016
551962,2015
520870,2015
592352,2015
676554,2015
19422,2012
994362,2016
593128,2015
580466,2015
857162,2016
653846,2016
306556,2014
420652,2015
866460,2016
949282,2016
994740,2016
926206,2016
606756,2015
1013314,2016
859422,2016
1035923,2016
30911,2012
125806,2013
76052,2014
886614,2016
904462,2016
970600,2016
756150,2016
80940,2013
405282,2015
383204,2015
519442,2015
714724,2016
791414,2016
661774,2016
597256,2015
380582,2015
572268,2016
704582,2016
537282,2015
128946,2013
895040,2016
955194,2016
1000574,2016
995016,2016
851712,2016
833442,2016
719002,2016
832862,2016
625204,2015
164554,2014
764164,2016
446134,2015
701634,2016
866696,2016
720356,2016
772618,2016
542254,2015
928040,2016
369132,2015
777654,2016
267286,2014
289230,2014
364426,2015
437398,2015
861624,2016
461160,2015
947098,2016
781532,2016
705264,2015
806922,2016
552598,2015
56585,2013
674040,2015
19260,2012
944156,2016
742712,2016
228934,2015
65355,2013
814848,2016
1021594,2016
548068,2016
738552,2016
128384,2013
610202,2015
856968,2016
352774,2014
130694,2013
425084,2015
1016650,2016
673196,2016
519952,2015
846156,2016
599504,2016
710486,2015
766592,2016
859446,2016
450068,2015
130064,2014
382786,2015
94432,2013
688872,2015
297390,2014
495678,2015
988982,2016
722754,2016
563668,2015
661878,2015
335280,2014
957362,2016
688874,2016
343816,2014
746790,2016
647564,2016
963378,2016
650222,2015
565384,2015
784544,2016
340844,2015
792703,2016
679158,2015
808622,2016
909244,2016
405926,2015
186096,2014
832478,2016
708578,2015
667992,2016
380178,2015
924216,2016
1038538,2016
421018,2015
768612,2016
764076,2016
59535,2013
967424,2016
520302,2015
774648,2016
523312,2015
904890,2016
255878,2014
1052518,2016
824412,2016
425086,2015
420982,2015
552594,2015
477250,2015
92194,2013
699618,2016
467426,2015
1005610,2016
922750,2016
177912,2014
596192,2016
511934,2015
693726,2015
365426,2014
260444,2014
12975,2013
499904,2015
733694,2016
818958,2016
374590,2015
982328,2016
511942,2015
1024888,2016
740762,2016
646056,2015
545524,2015
340362,2014
782194,2016
707962,2016
364616,2014
933110,2016
70640,2013
736250,2016
617886,2015
934570,2016
760306,2016
780058,2016
828042,2016
473338,2015
14571,2012
713098,2016
701570,2016
807874,2016
607056,2015
587902,2015
963412,2016
552198,2015
916902,2016
778112,2016
26845,2012
460056,2015
641732,2015
417914,2015
707682,2016
913966,2016
684794,2015
326326,2014
436496,2015
525114,2015
709460,2016
413618,2015
821788,2016
392836,2015
348920,2014
778084,2016
744618,2016
473622,2015
470412,2015
758208,2016
505780,2015
568524,2015
890810,2016
332252,2014
431576,2015
716310,2016
467186,2015
212376,2014
496006,2015
756050,2016
592594,2015
520308,2015
494510,2015
212624,2014
326244,2014
573716,2015
1021834,2016
288466,2014
581256,2015
863976,2016
681514,2015
864482,2016
339086,2015
639654,2015
60792,2013
948204,2016
82412,2013
986742,2016
18448,2012
552258,2015
1020722,2016
752706,2016
633606,2015
461176,2015
221920,2014
372442,2014
851560,2016
755932,2016
416738,2015
576108,2015
971022,2016
966794,2016
780056,2016
615106,2015
1023196,2016
565000,2015
760752,2016
419318,2015
482834,2015
561136,2015
41356,2013
946310,2016
661780,2015
563020,2015
772224,2016
967410,2016
1007766,2016
837950,2016
737468,2016
394832,2015
384318,2015
294408,2014
564268,2015
368786,2015
311538,2014
825752,2016
56513,2013
921560,2016
366608,2014
527834,2015
287010,2014
1019918,2016
442580,2015
388286,2015
368679,2014
909836,2016
328960,2015
407796,2015
637840,2015
954948,2016
806536,2016
947204,2016
468726,2015
697798,2016
30261,2012
730542,2016
524248,2015
726290,2016
602702,2015
309820,2016
320798,2014
611688,2015
495958,2015
652376,2016
846210,2016
313484,2014
883706,2016
1039596,2016
826366,2016
488220,2015
1012040,2016
669346,2015
123566,2013
628876,2015
378924,2015
869448,2016
628430,2015
882128,2016
149042,2014
513958,2015
769390,2016
830834,2016
564366,2015
823996,2016
260756,2015
533416,2016
672090,2015
873844,2016
628356,2015
362360,2014
961508,2016
58653,2013
152244,2014
591116,2015
969170,2016
653754,2015
1034636,2016
169144,2014
507992,2015
554570,2015
284076,2014
399640,2015
50522,2014
800148,2016
976854,2016
529028,2015
563880,2015
288258,2014
137650,2014
858762,2016
113888,2013
25615,2012
352748,2014
656522,2015
253246,2014
690966,2016
655298,2015
910624,2016
735796,2016
873824,2016
642940,2015
422012,2015
897314,2016
1008246,2016
576722,2015
811452,2016
212394,2014
845794,2016
835346,2016
973932,2016
954710,2016
525818,2015
826568,2016
665686,2015
969348,2016
599628,2015
403106,2015
145812,2014
935014,2016
616818,2015
264790,2014
943386,2016
576054,2016
392526,2015
258886,2015
155640,2014
261148,2014
939536,2016
368908,2014
709324,2015
366720,2014
554136,2015
455680,2015
667744,2015
975916,2016
1018530,2016
516790,2015
949134,2016
833182,2016
654832,2015
895096,2016
459922,2015
577796,2015
747650,2016
761770,2016
723878,2016
1036028,2016
21386,2012
968292,2016
523216,2015
270976,2014
679992,2015
330900,2014
667122,2015
865438,2016
775618,2016
635248,2015
905096,2016
297602,2014
